Account, Parent, Alias: Default, Alias: KOREAN ALIAS, Valid For Consolidations, Data Storage, Two Pass Calculation, Description, Formula, Formula Description, UDA, Smart List, Data Type, Hierarchy Type, Enable for Dynamic Children, Number of Possible Dynamic Children, Access Granted to Member Creator, Allow Upper Level Entity Input, Process Management Enabled, UUID, Data Id, Old Name, Old Unique Name, Account Type, Time Balance, Skip Value, Exchange Rate Type, Variance Reporting, Source Plan Type, Plan Type (FinPlan), Aggregation (FinPlan), Data Storage (FinPlan), Formula (FinPlan), Solve Order (FinPlan), Formula Description (FinPlan), Plan Type (FinRPT), Aggregation (FinRPT), Data Storage (FinRPT), Formula (FinRPT), Solve Order (FinRPT), Formula Description (FinRPT), Operation
111901,111900,111901-Cash Sweep Account 1,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,cdbb664a-0cb4-4dc3-8879-1e6bcd1043fc,477597649356968,111901,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111902,111900,111902-Cash Sweep Account 2,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,68a1bb3f-8142-4d13-9a3b-287b67d2f2cc,2231869127741205,111902,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111903,111900,111903-Cash Sweep Account 3,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,9395f8bd-a26d-4da5-829f-c579c1a4448d,2689135850571640,111903,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111904,111900,111904-Cash Sweep Account 4,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,3420a578-6b72-46cd-819c-5dda299994be,2487031521234351,111904,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111905,111900,111905-Cash Sweep Account 5,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,4c241103-be2c-4097-be01-9c7b5303b999,20700195996871,111905,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111906,111900,111906-Cash Sweep Account 6,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,cd64e7a4-752b-486e-a2af-499af5e38ad9,3621466759778230,111906,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111907,111900,111907-Cash Sweep Account 7,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,aeec34ff-7f5f-4420-b0db-de23021eef26,4157992306950990,111907,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111908,111900,111908-Cash Sweep Account 8,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,af4f22e4-740d-44e4-a5fa-189c2bbdb6d8,3513783164619050,111908,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111909,111900,111909-Cash Sweep Account 9,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,bd1baad7-63aa-4240-8733-9f2be9935f56,1557388718655076,111909,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112000,110000,112000-Restricted Cash (< 1 Year),,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,b879fe48-f4ab-44cb-be51-833c904c62a9,4383385021071936,112000,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
112100,112000,112100-Construction Accounts,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,e433c712-4887-4991-82f4-a8c4fad58dd9,3305800476477891,112100,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
112110,112100,112110-Construction Operating Accounts,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,0fc379e6-bd1a-478d-bdfe-6684dc9719f7,2549160172014680,112110,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
112112,112110,112112-Construction Operating 2,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,35dcaf36-0021-46d2-a099-3c4a9606138c,3529669782880810,112112,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112113,112110,112113-Construction Operating 3,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,d3a557c5-d0ab-47f2-aaaf-019051a55100,1812978516575604,112113,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112114,112110,112114-Construction Operating 4,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,7b6938c2-31de-4d83-8921-1214bbd6fe81,3159346051632320,112114,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112115,112110,112115-Construction Operating 5,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,a97d688f-5fd3-4781-afd9-db7cc2234b72,3101258548986726,112115,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112116,112110,112116-Construction Operating 6,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,dc6095ba-125e-4d22-8fec-f924c76403a6,518303974313751,112116,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112117,112110,112117-Construction Operating 7,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,227db4aa-4b49-4432-8828-1e5d3ad0c950,2109245513550286,112117,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112118,112110,112118-Construction Operating 8,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,4f94080c-173f-4bd9-a552-7d66a332554a,4314417064722886,112118,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112119,112110,112119-Cash Clearing - Construction Operating,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,a816a737-3d5f-4628-8214-9eb31ea22def,4468883415909588,112119,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112120,112100,112120-Construction Savings Accounts,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,7f409d21-164b-4fc6-9d69-caa4adb7de97,2058568683439343,112120,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
112121,112120,112121-Construction Savings Account 1,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,5516dc67-2614-42e6-86f1-696a899e1efb,3967737258394863,112121,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112122,112120,112122-Construction Savings Account 2,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,a4e5adda-546c-49fb-9892-61e6cfb67d3c,2680148215350953,112122,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112123,112120,112123-Construction Savings Account 3,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,8d58421a-99c7-49fc-9f93-33420876c782,2814683229276053,112123,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112124,112120,112124-Construction Savings Account 4,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,64676c87-6a1f-47ec-8100-8ee7bf03f327,169590502346283,112124,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112125,112120,112125-Construction Savings Account 5,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,71ca2864-a870-40c7-b822-e5e8cc28422d,263329823934621,112125,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112126,112120,112126-Construction Savings Account 6,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,ab547314-1ad2-4de8-bd2d-b22af73ce34a,156558524826504,112126,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112127,112120,112127-Construction Savings Account 7,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,c70cb988-c670-4900-bd53-29cacaf5b717,2640458142076379,112127,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112128,112120,112128-Construction Savings Account 8,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,e890ed1d-c235-4ca5-903c-3531e500acb7,1228854763867222,112128,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112129,112120,112129-Cash Clearing - Construction Savings,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,503c3941-10ef-4427-ac80-fab024b7c698,3158201498159582,112129,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112130,112100,112130-Renovation Construction Account,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,a0431678-35fa-41c8-9d9f-4157d5e7d41e,858399206360963,112130,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
112131,112130,112131-Renovation Construction Account 1,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,427c10fc-89cb-4706-a50d-c94ca94f0e0b,2922256114141589,112131,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112132,112130,112132-Renovation Construction Account 2,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,c144d7e6-47d0-4986-abb0-bcf3f368cc09,3965781933901606,112132,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112133,112130,112133-Renovation Construction Account 3,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,2eff53e7-b90c-40e7-b6b7-1dabf33e8059,3893015053421410,112133,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112134,112130,112134-Renovation Construction Account 4,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,307a9d50-d34a-4d21-bfe1-c8a6d46b34b1,2856266622061955,112134,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112135,112130,112135-Renovation Construction Account 5,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,d557f2df-b3a8-43e6-9c71-ba75794764d2,2163213566102288,112135,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112136,112130,112136-Renovation Construction Account 6,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,95ade9b6-385c-4348-8d56-e391f37024ab,1195754186096823,112136,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112137,112130,112137-Renovation Construction Account 7,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,a4732655-8239-4811-ab99-7c52e8023bdb,2913034429943166,112137,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112138,112130,112138-Renovation Construction Account 8,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,e937fc17-9a30-4c5e-bbd3-deeb5ca12935,3480087298917829,112138,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112139,112130,112139-Cash Clearing - Renovation Construction,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,bf22ba5f-01ad-44c0-b94d-1920831afd08,1778456556618791,112139,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112200,112000,112200-Escrow Accounts,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,3b064251-f3cd-4872-b66d-a39e175bc24c,3862378976792096,112200,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
112210,112200,112210-Tax Escrow Accounts,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,129a98f2-6658-4ae6-b4da-2a3297196d39,1689786268929724,112210,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
112211,112210,112211-Tax Escrow 1,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,7d715865-228b-4363-b433-d3bcaa890d8f,499271456868499,112211,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112212,112210,112212-Tax Escrow 2,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,bb852493-36fc-4d22-a76a-147058a3c877,3281958166938503,112212,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112213,112210,112213-Tax Escrow 3,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,5ab158d9-0c6e-4051-bbb0-6f921e16b21c,4457212571700479,112213,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112214,112210,112214-Tax Escrow 4,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,36276eec-5bc3-4da1-974f-f1f04f996fe6,891049996207892,112214,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112215,112210,112215-Tax Escrow 5,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,edb05b21-579a-4cd5-a159-2a3dc3c719f7,1925357843203065,112215,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112216,112210,112216-Tax Escrow 6,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,6203ddcc-ec6d-48f5-925d-b8bb38464e44,819080358872712,112216,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112217,112210,112217-Tax Escrow 7,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,2e01b9c5-683e-4673-88ac-0d185efcd424,2758032428844940,112217,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112218,112210,112218-Tax Escrow 8,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,4557d3d0-ffe5-4e1b-a75c-aa0309ada964,1415177036973418,112218,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112219,112210,112219-Cash Clearing - Tax Escrow,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,8bbd396b-540e-4a33-949f-18704bd025a0,2081130725656876,112219,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112220,112200,112220-Insurance Escrow Accounts,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,f7cabfa6-72b6-426d-a489-7ec4afb05b2f,1292785201923168,112220,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
112221,112220,112221-Insurance Escrow 1,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,26e9bb6a-7118-48fa-b1f6-5eade82d2dbd,4441027536701527,112221,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112222,112220,112222-Insurance Escrow 2,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,ecd69b1f-a27e-44b7-8d24-73f1936f55bc,4152494238158785,112222,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112223,112220,112223-Insurance Escrow 3,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,1c45caf4-af25-4941-a34c-54d245f39c3f,2581647180253734,112223,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112224,112220,112224-Insurance Escrow 4,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,70e9debc-0000-467f-a599-32b6f4cda37f,2198152964162670,112224,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112225,112220,112225-Insurance Escrow 5,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,71e1c6b8-8bfc-48c3-915b-3a9b061488fa,2530905433064565,112225,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112226,112220,112226-Insurance Escrow 6,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,43f6d37d-cafd-4e42-a33d-d20c518ffead,4363630435125733,112226,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112227,112220,112227-Insurance Escrow 7,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,870c2690-bc6d-4d17-b868-1140e8c1f6de,2564570162807327,112227,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112228,112220,112228-Insurance Escrow 8,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,ddb00405-e151-46b6-a4ac-f3911997183f,4469754554697238,112228,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112229,112220,112229-Cash Clearing - Insurance Escrow,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,8b597799-e3b0-4ff9-92a0-1b8e0e450451,2830353324984965,112229,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112300,112000,112300-FF&E Escrow Accounts,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,1ad7fa9a-0033-46cd-ba69-7ba05b5e9d5c,571881367228195,112300,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
112310,112300,112310-FF&E Escrow Account - Hotel,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,7e1c1524-19a7-4c82-8ddb-2e658f867b77,3588755185418720,112310,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112320,112300,112320-FF&E Escrow Account - Restaurant,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,71657990-32a9-4c17-9217-bd30bc4a4a5b,2696650747432337,112320,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112400,112000,112400-Required Repair Escrow Accounts,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,46efeba7-c160-42cc-b890-597e0cbfb63c,1519365504584708,112400,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
112410,112400,112410-Required Repair Escrow Account - Hotel,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,64ad0293-8c65-4155-a4b0-762bfcd5118c,4331705697716140,112410,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
112420,112400,112420-Required Repair Escrow Account - Restaurant,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,085c9c4f-a52f-41a7-8662-79d7bcd56ca6,3747397586208699,112420,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
